([33], [2, 4, 5, 7, 8, 9, 14, 15], [(2, 4), (2, 14), (2, 7), (4, 5), (4, 14), (5, 8), (5, 7), (7, 9), (8, 9), (8, 9), (14, 15), (15, 15)])
([68], [3, 4, 6, 7, 8, 13, 14, 15], [(3, 4), (3, 13), (3, 14), (4, 6), (4, 7), (6, 8), (6, 13), (7, 8), (7, 8), (13, 14), (14, 15), (15, 15)])
([130], [3, 4, 6, 7, 8, 13, 14, 15], [(3, 4), (3, 13), (3, 14), (4, 6), (4, 7), (6, 8), (6, 13), (7, 8), (7, 8), (13, 14), (14, 15), (15, 15)])
([338], [4, 8, 9, 11, 12, 13, 14, 15], [(4, 8), (4, 9), (4, 14), (8, 11), (8, 13), (9, 15), (9, 15), (11, 12), (11, 13), (12, 12), (13, 14), (14, 15)])
([345], [4, 6, 9, 10, 12, 13, 14, 15], [(4, 9), (4, 9), (4, 10), (6, 10), (6, 13), (6, 14), (9, 12), (10, 12), (12, 13), (13, 14), (14, 15), (15, 15)])
([367], [4, 7, 8, 11, 12, 13, 14, 15], [(4, 8), (4, 14), (4, 7), (7, 11), (7, 13), (8, 15), (8, 15), (11, 12), (11, 13), (12, 12), (13, 14), (14, 15)])
([382], [3, 7, 9, 11, 12, 13, 14, 15], [(3, 7), (3, 9), (3, 14), (7, 11), (7, 13), (9, 15), (9, 15), (11, 12), (11, 13), (12, 12), (13, 14), (14, 15)])
([396], [3, 5, 8, 10, 12, 13, 14, 15], [(3, 8), (3, 10), (3, 10), (5, 8), (5, 13), (5, 14), (8, 12), (10, 12), (12, 13), (13, 14), (14, 15), (15, 15)])
([426], [2, 4, 7, 11, 12, 13, 14, 15], [(2, 11), (2, 11), (2, 7), (4, 13), (4, 14), (4, 7), (7, 12), (11, 12), (12, 13), (13, 14), (14, 15), (15, 15)])
([463], [1, 3, 6, 8, 12, 13, 14, 15], [(1, 8), (1, 6), (1, 6), (3, 8), (3, 13), (3, 14), (6, 12), (8, 12), (12, 13), (13, 14), (14, 15), (15, 15)])
